Month,Cost Center,Company,Depreciations Amortizations,Taxes,Operating Costs / COGS,Operating Expenses,Sales,Current Assets,Current Liabilities,Assets,Liabilities
2/28/2021 12:00:00 AM,,Everest Group,0,0,0,0,0,1595559.71520192,1179513.230324,133417415.50488,8000893.93996
4/30/2022 12:00:00 AM,,Everest Group,0,0,0,0,0,1801438.3881312,1007947.6695496,133417415.50488,8248344.268
10/28/2018 12:00:00 AM,,Everest Group,0,0,0,0,0,1664185.93951168,889996.3465172,132015196.97932,7835927.0546
3/30/2019 12:00:00 AM,,Everest Group,0,0,0,0,0,1873003.9489056,1125898.992582,132015196.97932,8578278.03872
7/31/2019 12:00:00 AM,,Everest Group,0,0,0,0,0,1608499.05166656,975779.126904401,132015196.97932,8083377.38264
2/28/2018 12:00:00 AM,,Everest Group,0,0,0,0,0,1797125.27597632,1211681.7729692,130612978.45376,8495794.59604
1/28/2019 12:00:00 AM,,Everest Group,0,0,0,0,0,1718594.94420864,900719.1940656,130612978.45376,8165860.82532
5/30/2019 12:00:00 AM,,Everest Group,0,0,0,0,0,1973003.9489056,1211681.7729692,130612978.45376,8660761.4814
8/29/2019 12:00:00 AM,,Everest Group,0,0,0,0,0,1628499.05166656,1093730.4499368,130612978.45376,8330827.71068
3/30/2021 12:00:00 AM,,Everest Group,0,0,0,0,0,1904377.72459584,1168790.3827756,130612978.45376,7918410.49728
4/30/2021 12:00:00 AM,,Everest Group,0,0,0,0,0,1715655.607744,1115176.1450336,130612978.45376,8165860.82532
9/28/2021 12:00:00 AM,,Everest Group,0,0,0,0,0,1852908.05636352,1200958.9254208,130612978.45376,7835927.0546
2/28/2022 12:00:00 AM,,Everest Group,0,0,0,0,0,1595559.71520192,1276018.8582596,130612978.45376,8413311.15336
12/28/2017 12:00:00 AM,,Everest Group,0,0,0,0,0,1829968.71989888,1308187.4009048,129210759.9282,7835927.0546
2/28/2019 12:00:00 AM,,Everest Group,0,0,0,0,0,1732812.16382144,1308187.4009048,129210759.9282,8000893.93996
6/30/2019 12:00:00 AM,,Everest Group,0,0,0,0,0,1947029.38343424,922164.8891624,129210759.9282,8495794.59604
4/30/2020 12:00:00 AM,,Everest Group,0,0,0,0,0,1612716.27127936,1072284.75484,129210759.9282,8083377.38264
7/31/2020 12:00:00 AM,,Everest Group,0,0,0,0,0,1838690.83675072,900719.1940656,129210759.9282,7918410.49728
8/28/2020 12:00:00 AM,,Everest Group,0,0,0,0,0,1801438.3881312,1211681.7729692,129210759.9282,8330827.71068
11/28/2021 12:00:00 AM,,Everest Group,0,0,0,0,0,1835751.50028608,997224.822001201,129210759.9282,8660761.4814
7/1/2017 12:00:00 AM,101-General Services,Everest Group,0,0,0,779.354,0,0,0,0,0
7/1/2017 12:00:00 AM,211-Supply,Everest Group,0,0,32227.32,443.28,0,0,0,0,0
7/1/2017 12:00:00 AM,503-Marketing,Everest Group,0,0,0,303.269,0,0,0,0,0
7/1/2017 12:00:00 AM,580-Research and Development,Everest Group,0,0,0,1056.998,0,0,0,0,0
7/1/2017 12:00:00 AM,600-National Sales and Services,Everest Group,0,0,-23504.67,6692.232,0,0,0,0,0
7/1/2017 12:00:00 AM,640-Exportation Sales and Services,Everest Group,0,0,2601.29,4038.019,29880,0,0,0,0
7/1/2017 12:00:00 AM,655-Global commercial,Everest Group,0,0,0,678.293,0,0,0,0,0
7/1/2017 12:00:00 AM,690-Supply Chain : US Logistic,Everest Group,0,0,0,5.556000000,0,0,0,0,0
7/1/2017 12:00:00 AM,702-Consumer Service,Everest Group,0,0,270,0,0,0,0,0,0
7/1/2017 12:00:00 AM,705-Global Prod & Inventory Mgt / Guarantees,Everest Group,1122,0,7.4,0,0,0,0,0,0
7/1/2017 12:00:00 AM,901-Board,Everest Group,0,0,0,1010.032,0,0,0,0,0
7/1/2017 12:00:00 AM,902-Human Ressources,Everest Group,0,0,0,255.305,0,0,0,0,0
7/1/2017 12:00:00 AM,903-IT,Everest Group,0,0,0,2788.735,0,0,0,0,0
7/1/2017 12:00:00 AM,980-Financial Operations,Everest Group,0,0,0,314.6,0,0,0,0,0
7/1/2017 12:00:00 AM,999-ERP Configuration,Everest Group,0,0,0,0,0,0,0,0,0
7/2/2017 12:00:00 AM,101-General Services,Everest Group,0,0,0,99.708,0,0,0,0,0
7/2/2017 12:00:00 AM,600-National Sales and Services,Everest Group,0,0,-709.62,0,-3575.25,0,0,0,0
7/2/2017 12:00:00 AM,640-Exportation Sales and Services,Everest Group,0,0,2767.59,0,7438,0,0,0,0
7/2/2017 12:00:00 AM,650-Subsidiary Sales and Services,Everest Group,0,0,0,-23.796,22141.03,0,0,0,0
7/2/2017 12:00:00 AM,702-Consumer Service,Everest Group,0,0,663.130000000,-3.075,4862.49,0,0,0,0
7/2/2017 12:00:00 AM,705-Global Prod & Inventory Mgt / Guarantees,Everest Group,0,0,1709.93,0,0,0,0,0,0
7/2/2017 12:00:00 AM,980-Financial Operations,Everest Group,0,0,0,0,0,0,0,0,0
7/3/2017 12:00:00 AM,101-General Services,Everest Group,0,0,0,2388.405,0,0,0,0,0
7/3/2017 12:00:00 AM,211-Supply,Everest Group,0,0,57.52,184.955,0,0,0,0,0
7/3/2017 12:00:00 AM,503-Marketing,Everest Group,0,0,0,442.65,0,0,0,0,0
7/3/2017 12:00:00 AM,600-National Sales and Services,Everest Group,0,0,12340.32,341.905,68737.08,0,0,0,0
7/3/2017 12:00:00 AM,640-Exportation Sales and Services,Everest Group,0,0,367.48,768.579,3862.34,0,0,0,0
7/3/2017 12:00:00 AM,650-Subsidiary Sales and Services,Everest Group,0,0,0,-19.478,4351.38,0,0,0,0
7/3/2017 12:00:00 AM,655-Global commercial,Everest Group,0,0,0,1937.214,0,0,0,0,0
7/3/2017 12:00:00 AM,702-Consumer Service,Everest Group,0,0,180.76,5.935,2018.44,0,0,0,0
7/3/2017 12:00:00 AM,703-Customer Services,Everest Group,0,0,2927.05,3572.228,0,0,0,0,0
7/3/2017 12:00:00 AM,705-Global Prod & Inventory Mgt / Guarantees,Everest Group,0,0,-750.22,2011.155,0,0,0,0,0
7/3/2017 12:00:00 AM,901-Board,Everest Group,0,0,0,570.72,0,0,0,0,0
7/3/2017 12:00:00 AM,902-Human Ressources,Everest Group,0,0,0,27.75,0,0,0,0,0
7/3/2017 12:00:00 AM,903-IT,Everest Group,0,0,0,1688.786,0,0,0,0,0
7/3/2017 12:00:00 AM,980-Financial Operations,Everest Group,0,0,0,0,0,0,0,0,0
7/4/2017 12:00:00 AM,101-General Services,Everest Group,0,0,0,14.32,0,0,0,0,0
7/4/2017 12:00:00 AM,600-National Sales and Services,Everest Group,0,0,0,64.449,0,0,0,0,0
7/6/2017 12:00:00 AM,101-General Services,Everest Group,0,0,0,125.806,0,0,0,0,0
7/6/2017 12:00:00 AM,580-Research and Development,Everest Group,0,0,134.13,1.225,0,0,0,0,0
7/6/2017 12:00:00 AM,600-National Sales and Services,Everest Group,0,0,15592.11,101.9,83068.08,0,0,0,0
7/6/2017 12:00:00 AM,640-Exportation Sales and Services,Everest Group,0,0,-438.96,0,-3894,0,0,0,0
7/6/2017 12:00:00 AM,650-Subsidiary Sales and Services,Everest Group,0,0,0,0,5121.36,0,0,0,0
7/6/2017 12:00:00 AM,701-Supply Chain : OM,Everest Group,0,0,0,23,0,0,0,0,0
7/6/2017 12:00:00 AM,702-Consumer Service,Everest Group,0,0,5408.120000000,-64.586,36546.21,0,0,0,0
7/6/2017 12:00:00 AM,705-Global Prod & Inventory Mgt / Guarantees,Everest Group,0,0,1188.81,0,0,0,0,0,0
7/6/2017 12:00:00 AM,902-Human Ressources,Everest Group,0,0,0,-4.64,0,0,0,0,0
7/6/2017 12:00:00 AM,980-Financial Operations,Everest Group,0,0,0,0,0,0,0,0,0
7/7/2017 12:00:00 AM,101-General Services,Everest Group,0,0,0,203.251,0,0,0,0,0
7/7/2017 12:00:00 AM,211-Supply,Everest Group,0,0,233.57,0,0,0,0,0,0
7/7/2017 12:00:00 AM,600-National Sales and Services,Everest Group,0,0,5031.32,346.243,33513.39,0,0,0,0
7/7/2017 12:00:00 AM,640-Exportation Sales and Services,Everest Group,0,0,225.52,893.528,1466,0,0,0,0
7/7/2017 12:00:00 AM,650-Subsidiary Sales and Services,Everest Group,0,0,0,-24.11,50457.83,0,0,0,0
7/7/2017 12:00:00 AM,690-Supply Chain : US Logistic,Everest Group,0,0,0,1919.23,0,0,0,0,0
7/7/2017 12:00:00 AM,702-Consumer Service,Everest Group,0,0,4294.720000000,2756.174,37616.87,0,0,0,0
7/7/2017 12:00:00 AM,705-Global Prod & Inventory Mgt / Guarantees,Everest Group,0,0,-11.61,0,0,0,0,0,0
7/7/2017 12:00:00 AM,901-Board,Everest Group,0,0,0,262.845,0,0,0,0,0
7/7/2017 12:00:00 AM,902-Human Ressources,Everest Group,0,0,0,52.595,0,0,0,0,0
7/7/2017 12:00:00 AM,903-IT,Everest Group,0,0,0,70,0,0,0,0,0
7/7/2017 12:00:00 AM,980-Financial Operations,Everest Group,0,0,0,0,0,0,0,0,0
7/8/2017 12:00:00 AM,101-General Services,Everest Group,0,0,0,4.5,0,0,0,0,0
7/8/2017 12:00:00 AM,503-Marketing,Everest Group,0,0,0,1865.725,0,0,0,0,0
7/8/2017 12:00:00 AM,580-Research and Development,Everest Group,0,0,0,2461.991,0,0,0,0,0
7/8/2017 12:00:00 AM,600-National Sales and Services,Everest Group,0,0,6095.090000000,-18,43157.91,0,0,0,0
7/8/2017 12:00:00 AM,640-Exportation Sales and Services,Everest Group,0,0,2148.97,0,347.11,0,0,0,0
7/8/2017 12:00:00 AM,650-Subsidiary Sales and Services,Everest Group,0,0,0,-30.232,56000.73,0,0,0,0
7/8/2017 12:00:00 AM,702-Consumer Service,Everest Group,0,0,1518.440000000,164.556,31116.54,0,0,0,0
7/8/2017 12:00:00 AM,705-Global Prod & Inventory Mgt / Guarantees,Everest Group,0,0,-2427.65,0,0,0,0,0,0
7/8/2017 12:00:00 AM,901-Board,Everest Group,0,0,0,20,0,0,0,0,0
7/8/2017 12:00:00 AM,980-Financial Operations,Everest Group,0,0,0,0,0,0,0,0,0
7/9/2017 12:00:00 AM,101-General Services,Everest Group,0,0,0,85.928,0,0,0,0,0
7/9/2017 12:00:00 AM,503-Marketing,Everest Group,0,0,0,21.5,0,0,0,0,0
7/9/2017 12:00:00 AM,600-National Sales and Services,Everest Group,0,0,45770.29,-8.6,17920.96,0,0,0,0
7/9/2017 12:00:00 AM,640-Exportation Sales and Services,Everest Group,0,0,794.13,-3.615,2794.51,0,0,0,0
7/9/2017 12:00:00 AM,650-Subsidiary Sales and Services,Everest Group,0,0,0,-21.018,83997.59,0,0,0,0
7/9/2017 12:00:00 AM,702-Consumer Service,Everest Group,0,0,2287.790000000,71.837,16410.68,0,0,0,0
7/9/2017 12:00:00 AM,705-Global Prod & Inventory Mgt / Guarantees,Everest Group,0,0,5214.91,209,0,0,0,0,0
7/9/2017 12:00:00 AM,902-Human Ressources,Everest Group,0,0,0,3.57,0,0,0,0,0
7/9/2017 12:00:00 AM,903-IT,Everest Group,0,0,0,151.5,0,0,0,0,0
7/9/2017 12:00:00 AM,980-Financial Operations,Everest Group,0,0,0,247.206,0,0,0,0,0
7/10/2017 12:00:00 AM,101-General Services,Everest Group,0,0,0,13.056,0,0,0,0,0
7/10/2017 12:00:00 AM,211-Supply,Everest Group,0,0,4965,0,0,0,0,0,0
7/10/2017 12:00:00 AM,600-National Sales and Services,Everest Group,0,0,2855.43,-28.9,18197.08,0,0,0,0
7/10/2017 12:00:00 AM,640-Exportation Sales and Services,Everest Group,0,0,2393.18,-22.193,8504.09,0,0,0,0
7/10/2017 12:00:00 AM,650-Subsidiary Sales and Services,Everest Group,0,0,0,-42.597,62372.13,0,0,0,0
7/10/2017 12:00:00 AM,702-Consumer Service,Everest Group,0,0,2170.330000000,-13.47,15421.08,0,0,0,0
7/10/2017 12:00:00 AM,705-Global Prod & Inventory Mgt / Guarantees,Everest Group,0,0,73.64,0,0,0,0,0,0
7/10/2017 12:00:00 AM,902-Human Ressources,Everest Group,0,0,0,17.515,0,0,0,0,0
7/10/2017 12:00:00 AM,980-Financial Operations,Everest Group,0,0,0,0,0,0,0,0,0
7/11/2017 12:00:00 AM,600-National Sales and Services,Everest Group,0,0,0,19.928,0,0,0,0,0
7/13/2017 12:00:00 AM,101-General Services,Everest Group,0,0,0,27.882,0,0,0,0,0
7/13/2017 12:00:00 AM,211-Supply,Everest Group,0,0,0,28.454,0,0,0,0,0
7/13/2017 12:00:00 AM,503-Marketing,Everest Group,0,0,0,19.297,0,0,0,0,0
7/13/2017 12:00:00 AM,580-Research and Development,Everest Group,0,0,0,696.753,0,0,0,0,0
7/13/2017 12:00:00 AM,600-National Sales and Services,Everest Group,0,0,98200.36,109.52,12020.01,0,0,0,0
7/13/2017 12:00:00 AM,640-Exportation Sales and Services,Everest Group,0,0,6137.88,107.477,5236,0,0,0,0
7/13/2017 12:00:00 AM,650-Subsidiary Sales and Services,Everest Group,0,0,0,-20.392,45302.2,0,0,0,0
7/13/2017 12:00:00 AM,655-Global commercial,Everest Group,0,0,0,32.948,0,0,0,0,0
7/13/2017 12:00:00 AM,690-Supply Chain : US Logistic,Everest Group,0,0,0,4.981,0,0,0,0,0
7/13/2017 12:00:00 AM,702-Consumer Service,Everest Group,0,0,2114.110000000,84.803,14579.12,0,0,0,0
7/13/2017 12:00:00 AM,705-Global Prod & Inventory Mgt / Guarantees,Everest Group,0,0,-610.81,0,0,0,0,0,0
7/13/2017 12:00:00 AM,901-Board,Everest Group,0,0,0,-45.556,0,0,0,0,0
7/13/2017 12:00:00 AM,902-Human Ressources,Everest Group,0,0,0,19.581,0,0,0,0,0
7/13/2017 12:00:00 AM,903-IT,Everest Group,0,0,0,364.4,0,0,0,0,0
7/13/2017 12:00:00 AM,980-Financial Operations,Everest Group,0,0,0,2.222,0,0,0,0,0
7/14/2017 12:00:00 AM,211-Supply,Everest Group,0,0,203.64,0,0,0,0,0,0
7/14/2017 12:00:00 AM,580-Research and Development,Everest Group,0,0,0,65.982,0,0,0,0,0
7/14/2017 12:00:00 AM,600-National Sales and Services,Everest Group,0,0,34726.48,-22.1,169856.18,0,0,0,0
7/14/2017 12:00:00 AM,640-Exportation Sales and Services,Everest Group,0,0,377.94,-4.682,-423.650000000,0,0,0,0
7/14/2017 12:00:00 AM,650-Subsidiary Sales and Services,Everest Group,0,0,0,-315.105,38785.08,0,0,0,0
7/14/2017 12:00:00 AM,655-Global commercial,Everest Group,0,0,0,7.878,0,0,0,0,0
7/14/2017 12:00:00 AM,702-Consumer Service,Everest Group,0,0,1959.610000000,-24.057,15070.75,0,0,0,0
7/14/2017 12:00:00 AM,705-Global Prod & Inventory Mgt / Guarantees,Everest Group,0,0,34797.93,0,0,0,0,0,0
7/14/2017 12:00:00 AM,980-Financial Operations,Everest Group,0,0,0,106.088,0,0,0,0,0
7/15/2017 12:00:00 AM,101-General Services,Everest Group,0,0,0,27.23,0,0,0,0,0
7/15/2017 12:00:00 AM,211-Supply,Everest Group,0,0,2254.91,15.633,0,0,0,0,0
7/15/2017 12:00:00 AM,503-Marketing,Everest Group,0,0,0,19.595,0,0,0,0,0
7/15/2017 12:00:00 AM,580-Research and Development,Everest Group,0,0,0,5.38,0,0,0,0,0
7/15/2017 12:00:00 AM,600-National Sales and Services,Everest Group,0,0,25050.2,-2009.167,8032.16,0,0,0,0
7/15/2017 12:00:00 AM,640-Exportation Sales and Services,Everest Group,0,0,418.17,-69.878,2801.84,0,0,0,0
7/15/2017 12:00:00 AM,650-Subsidiary Sales and Services,Everest Group,0,0,0,-107.152,50774.39,0,0,0,0
7/15/2017 12:00:00 AM,702-Consumer Service,Everest Group,0,0,3082.650000000,-1.706,19410.51,0,0,0,0
7/15/2017 12:00:00 AM,705-Global Prod & Inventory Mgt / Guarantees,Everest Group,0,0,-70.85,0,0,0,0,0,0
7/15/2017 12:00:00 AM,901-Board,Everest Group,0,0,0,1.695,0,0,0,0,0
7/15/2017 12:00:00 AM,902-Human Ressources,Everest Group,0,0,0,7.065,0,0,0,0,0
7/15/2017 12:00:00 AM,903-IT,Everest Group,0,0,0,100,0,0,0,0,0
7/15/2017 12:00:00 AM,980-Financial Operations,Everest Group,0,0,0,0,0,0,0,0,0
7/15/2017 12:00:00 AM,999-ERP Configuration,Everest Group,0,0,62.24,0,0,0,0,0,0
7/16/2017 12:00:00 AM,101-General Services,Everest Group,0,0,0,781.381,0,0,0,0,0
7/16/2017 12:00:00 AM,211-Supply,Everest Group,0,0,5107,0,0,0,0,0,0
7/16/2017 12:00:00 AM,580-Research and Development,Everest Group,0,0,0,14.451,0,0,0,0,0
7/16/2017 12:00:00 AM,600-National Sales and Services,Everest Group,0,0,2507.75,-6.5,6544.01,0,0,0,0
7/16/2017 12:00:00 AM,640-Exportation Sales and Services,Everest Group,0,0,49126.11,-3037.446,153720.06,0,0,0,0
7/16/2017 12:00:00 AM,650-Subsidiary Sales and Services,Everest Group,0,0,0,-10.501,36489.54,0,0,0,0
7/16/2017 12:00:00 AM,702-Consumer Service,Everest Group,0,0,1140.820000000,240.055,14422.46,0,0,0,0
7/16/2017 12:00:00 AM,902-Human Ressources,Everest Group,0,0,0,9.8,0,0,0,0,0
7/16/2017 12:00:00 AM,903-IT,Everest Group,0,0,0,675.87,0,0,0,0,0
7/16/2017 12:00:00 AM,980-Financial Operations,Everest Group,0,0,0,0,0,0,0,0,0
7/16/2017 12:00:00 AM,999-ERP Configuration,Everest Group,0,0,135.48,0,0,0,0,0,0
7/17/2017 12:00:00 AM,101-General Services,Everest Group,0,0,0,36,0,0,0,0,0
7/17/2017 12:00:00 AM,600-National Sales and Services,Everest Group,0,0,5034.030000000,601.94,30563.2,0,0,0,0
7/17/2017 12:00:00 AM,640-Exportation Sales and Services,Everest Group,0,0,16155.03,-3.615,30210.7,0,0,0,0
7/17/2017 12:00:00 AM,650-Subsidiary Sales and Services,Everest Group,0,0,0,-95.158,80826.04,0,0,0,0
7/17/2017 12:00:00 AM,690-Supply Chain : US Logistic,Everest Group,0,0,0,102,0,0,0,0,0
7/17/2017 12:00:00 AM,702-Consumer Service,Everest Group,0,0,1626.400000000,-15.752,12510.76,0,0,0,0
7/17/2017 12:00:00 AM,703-Customer Services,Everest Group,0,0,0,1442.164,0,0,0,0,0
7/17/2017 12:00:00 AM,705-Global Prod & Inventory Mgt / Guarantees,Everest Group,0,0,-6101.75,0,0,0,0,0,0
7/17/2017 12:00:00 AM,902-Human Ressources,Everest Group,0,0,0,525,0,0,0,0,0
7/17/2017 12:00:00 AM,980-Financial Operations,Everest Group,0,0,0,0,0,0,0,0,0
7/20/2017 12:00:00 AM,101-General Services,Everest Group,0,0,0,59.521,0,0,0,0,0
7/20/2017 12:00:00 AM,211-Supply,Everest Group,0,0,2611.42,3.777,0,0,0,0,0
7/20/2017 12:00:00 AM,580-Research and Development,Everest Group,0,0,0,1.199,0,0,0,0,0
7/20/2017 12:00:00 AM,600-National Sales and Services,Everest Group,0,0,4985.880000000,2352.875,28074.91,0,0,0,0
7/20/2017 12:00:00 AM,640-Exportation Sales and Services,Everest Group,0,0,41081.36,-165.169,105378.44,0,0,0,0
7/20/2017 12:00:00 AM,650-Subsidiary Sales and Services,Everest Group,0,0,0,-30.866,52697.11,0,0,0,0
7/20/2017 12:00:00 AM,702-Consumer Service,Everest Group,0,0,2725.980000000,-20.686,19823.37,0,0,0,0
7/20/2017 12:00:00 AM,705-Global Prod & Inventory Mgt / Guarantees,Everest Group,0,0,-27.56,0,0,0,0,0,0
7/20/2017 12:00:00 AM,901-Board,Everest Group,0,0,0,50,0,0,0,0,0
7/20/2017 12:00:00 AM,980-Financial Operations,Everest Group,0,0,0,0,0,0,0,0,0
7/20/2017 12:00:00 AM,999-ERP Configuration,Everest Group,0,0,15.37,0,0,0,0,0,0
7/21/2017 12:00:00 AM,211-Supply,Everest Group,0,0,462.62,0,0,0,0,0,0
7/21/2017 12:00:00 AM,580-Research and Development,Everest Group,0,0,0,39.792,0,0,0,0,0
7/21/2017 12:00:00 AM,600-National Sales and Services,Everest Group,0,0,9626.310000000,-12.3,51360.59,0,0,0,0
7/21/2017 12:00:00 AM,640-Exportation Sales and Services,Everest Group,0,0,2677.61,192.209,14256.05,0,0,0,0
7/21/2017 12:00:00 AM,650-Subsidiary Sales and Services,Everest Group,0,0,8.731149137e-11,-14.223,56160.42,0,0,0,0
7/21/2017 12:00:00 AM,702-Consumer Service,Everest Group,0,0,985.150000000,-30.239,9728.04,0,0,0,0
7/21/2017 12:00:00 AM,903-IT,Everest Group,0,0,0,13.204,0,0,0,0,0
7/21/2017 12:00:00 AM,980-Financial Operations,Everest Group,0,0,0,573.411,0,0,0,0,0
7/22/2017 12:00:00 AM,101-General Services,Everest Group,0,0,0,-192.801,0,0,0,0,0
7/22/2017 12:00:00 AM,211-Supply,Everest Group,0,0,-3586.38,-28.454,0,0,0,0,0
7/22/2017 12:00:00 AM,503-Marketing,Everest Group,0,0,0,-1906.522,0,0,0,0,0
7/22/2017 12:00:00 AM,580-Research and Development,Everest Group,0,0,0,13.074,0,0,0,0,0
7/22/2017 12:00:00 AM,600-National Sales and Services,Everest Group,0,0,-39867.41,-3950.233,16282.89,0,0,0,0
7/22/2017 12:00:00 AM,640-Exportation Sales and Services,Everest Group,0,0,6420.74,-1190.158,22622.8,0,0,0,0
7/22/2017 12:00:00 AM,650-Subsidiary Sales and Services,Everest Group,0,0,0,-12.656,31094.95,0,0,0,0
7/22/2017 12:00:00 AM,655-Global commercial,Everest Group,0,0,0,-1879.384,0,0,0,0,0
7/22/2017 12:00:00 AM,690-Supply Chain : US Logistic,Everest Group,0,0,0,-1924.211,0,0,0,0,0
7/22/2017 12:00:00 AM,702-Consumer Service,Everest Group,0,0,1636.860000000,-3150.14,14706.06,0,0,0,0
7/22/2017 12:00:00 AM,703-Customer Services,Everest Group,0,0,-2927.05,-3592.648,0,0,0,0,0
7/22/2017 12:00:00 AM,705-Global Prod & Inventory Mgt / Guarantees,Everest Group,0,0,-27.5,-2220.155,0,0,0,0,0
7/22/2017 12:00:00 AM,901-Board,Everest Group,0,0,0,-342.479,0,0,0,0,0
7/22/2017 12:00:00 AM,902-Human Ressources,Everest Group,0,0,0,-19.581,0,0,0,0,0
7/22/2017 12:00:00 AM,903-IT,Everest Group,0,0,0,-517.37,0,0,0,0,0
7/22/2017 12:00:00 AM,980-Financial Operations,Everest Group,0,0,0,-2.222,0,0,0,0,0
7/22/2017 12:00:00 AM,999-ERP Configuration,Everest Group,0,0,76.73,0,0,0,0,0,0
